flight_date,flight_status,dep_airport,dep_timezone,dep_iata,dep_icao,dep_terminal,dep_gate,dep_delay,dep_scheduled_utc,dep_estimated_utc,dep_actual_utc,arr_airport,arr_timezone,arr_iata,arr_icao,arr_terminal,arr_gate,arr_delay,arr_scheduled_utc,arr_estimated_utc,arr_actual_utc,airline_name,airline_iata,airline_icao,flight_number,flight_iata,flight_icao,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24,silver_loaded_at
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,B4B,,2026-03-20 19:26:00,2026-03-20 19:26:00,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,M,B7,61,2026-03-20 20:31:00,,,Delta Air Lines,DL,DAL,4954,DL4954,DAL4954,,,,A33AA7,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,B4B,,2026-03-20 19:26:00,2026-03-20 19:26:00,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,M,B7,61,2026-03-20 20:31:00,,,WestJet,WS,WJA,8057,WS8057,WJA8057,,,,A33AA7,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,B4B,,2026-03-20 19:26:00,2026-03-20 19:26:00,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,M,B7,61,2026-03-20 20:31:00,,,Virgin Atlantic,VS,VIR,1618,VS1618,VIR1618,,,,A33AA7,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,B4B,,2026-03-20 19:26:00,2026-03-20 19:26:00,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,M,B7,61,2026-03-20 20:31:00,,,KLM,KL,KLM,5936,KL5936,KLM5936,,,,A33AA7,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,B4B,,2026-03-20 19:26:00,2026-03-20 19:26:00,,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,M,B7,61,2026-03-20 20:31:00,,,Air France,AF,AFR,2856,AF2856,AFR2856,,,,A33AA7,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,B6A,,2026-03-20 19:20:00,2026-03-20 19:20:00,2026-03-20 19:40:00,LaGuardia,America/New_York,LGA,KLGA,C,66,21,2026-03-20 21:02:00,2026-03-20 20:44:00,,Delta Air Lines,DL,DAL,5194,DL5194,DAL5194,N479PX,CRJ9,CRJ9,A5E3E4,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 19:18:00,2026-03-20 19:18:00,2026-03-20 19:26:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,L11,9,2026-03-20 20:01:00,2026-03-20 19:27:00,,American Airlines,AA,AAL,3514,AA3514,AAL3514,N266NN,E75L,E75L,A29680,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 19:18:00,2026-03-20 19:18:00,2026-03-20 19:26:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,L11,9,2026-03-20 20:01:00,2026-03-20 19:27:00,,British Airways,BA,BAW,1768,BA1768,BAW1768,,,,A29680,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 19:18:00,2026-03-20 19:18:00,2026-03-20 19:26:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,L11,9,2026-03-20 20:01:00,2026-03-20 19:27:00,,AlphaSky,AS,JAG,6332,AS6332,JAG6332,,,,A29680,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C26,,2026-03-20 19:12:00,2026-03-20 19:12:00,,Newark Liberty International,America/New_York,EWR,KEWR,C,C82,50,2026-03-20 20:57:00,,,United Airlines,UA,UAL,3593,UA3593,UAL3593,,,,A9F4C6,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C26,,2026-03-20 19:12:00,2026-03-20 19:12:00,,Newark Liberty International,America/New_York,EWR,KEWR,C,C82,50,2026-03-20 20:57:00,,,Air Canada,AC,ACA,3135,AC3135,ACA3135,,,,A9F4C6,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,A10,,2026-03-20 19:08:00,2026-03-20 19:08:00,2026-03-20 19:39:00,Tampa International,America/New_York,TPA,KTPA,,E75,31,2026-03-20 21:48:00,2026-03-20 21:46:00,,Frontier Airlines,F9,FFT,2683,F92683,FFT2683,,,,A3414E,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,B11,,2026-03-20 18:45:00,2026-03-20 18:45:00,2026-03-20 18:59:00,Denver International,America/Denver,DEN,KDEN,,C63,15,2026-03-20 20:05:00,2026-03-20 19:55:00,,Southwest Airlines,WN,SWA,503,WN503,SWA503,,,,AC249E,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,A8,,2026-03-20 18:45:00,2026-03-20 18:45:00,,Fort Lauderdale–Hollywood International,America/New_York,FLL,KFLL,,A3,55,2026-03-20 21:46:00,,,Frontier Airlines,F9,FFT,4258,F94258,FFT4258,,,,A967AE,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C4,10,2026-03-20 18:44:00,2026-03-20 18:44:00,2026-03-20 19:01:00,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N11,18,2026-03-20 20:57:00,2026-03-20 21:07:00,,Alaska Airlines,AS,ASA,216,AS216,ASA216,N448AS,B739,B739,A56866,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C4,10,2026-03-20 18:44:00,2026-03-20 18:44:00,2026-03-20 19:01:00,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N11,18,2026-03-20 20:57:00,2026-03-20 21:07:00,,Hawaiian Airlines,HA,HAL,4852,HA4852,HAL4852,,,,A56866,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C4,10,2026-03-20 18:44:00,2026-03-20 18:44:00,2026-03-20 19:01:00,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,N11,18,2026-03-20 20:57:00,2026-03-20 21:07:00,,American Airlines,AA,AAL,9354,AA9354,AAL9354,,,,A56866,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,A1,,2026-03-20 18:31:00,2026-03-20 18:31:00,2026-03-20 18:35:00,Fort Lauderdale–Hollywood International,America/New_York,FLL,KFLL,4,F8,5,2026-03-20 21:20:00,2026-03-20 20:49:00,,Spirit Airlines,NK,NKS,3113,NK3113,NKS3113,,,,ACBF60,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C7,,2026-03-20 18:22:00,2026-03-20 18:22:00,,Miami International Airport,America/New_York,MIA,KMIA,,D5,77,2026-03-20 21:26:00,,,American Airlines,AA,AAL,2537,AA2537,AAL2537,,,,AA7288,2026-03-21 00:58:33
2026-03-20 00:00:00,landed,Hopkins International,America/New_York,CLE,KCLE,,C10,21,2026-03-20 18:10:00,2026-03-20 18:10:00,2026-03-20 18:44:00,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,1,F64,21,2026-03-20 19:15:00,2026-03-20 19:31:00,2026-03-20 19:36:00,Air Canada,AC,ACA,8732,AC8732,ACA8732,,,,C00B7E,2026-03-21 00:58:33
2026-03-20 00:00:00,landed,Hopkins International,America/New_York,CLE,KCLE,,C10,21,2026-03-20 18:10:00,2026-03-20 18:10:00,2026-03-20 18:44:00,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,1,F64,21,2026-03-20 19:15:00,2026-03-20 19:31:00,2026-03-20 19:36:00,United Airlines,UA,UAL,8133,UA8133,UAL8133,,,,C00B7E,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C24,,2026-03-20 18:09:00,2026-03-20 18:09:00,2026-03-20 18:14:00,George Bush Intercontinental,America/Chicago,IAH,KIAH,B,B28,6,2026-03-20 20:40:00,2026-03-20 19:44:00,,Air New Zealand,NZ,ANZ,6425,NZ6425,ANZ6425,,,,AC03F2,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 18:05:00,2026-03-20 18:05:00,2026-03-20 18:07:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,K6,2,2026-03-20 18:46:00,2026-03-20 18:06:00,,Qatar Airways,QR,QTR,7588,QR7588,QTR7588,,,,A9854E,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 18:05:00,2026-03-20 18:05:00,2026-03-20 18:07:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,K6,2,2026-03-20 18:46:00,2026-03-20 18:06:00,,Gulf Air,GF,GFA,6862,GF6862,GFA6862,,,,A9854E,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 18:05:00,2026-03-20 18:05:00,2026-03-20 18:07:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,K6,2,2026-03-20 18:46:00,2026-03-20 18:06:00,,Aer Lingus,EI,EIN,7179,EI7179,EIN7179,,,,A9854E,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 18:05:00,2026-03-20 18:05:00,2026-03-20 18:07:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,K6,2,2026-03-20 18:46:00,2026-03-20 18:06:00,,British Airways,BA,BAW,5212,BA5212,BAW5212,,,,A9854E,2026-03-21 00:58:33
2026-03-20 00:00:00,active,Hopkins International,America/New_York,CLE,KCLE,,C3,,2026-03-20 18:05:00,2026-03-20 18:05:00,2026-03-20 18:07:00,Chicago O'hare International,America/Chicago,ORD,KORD,3,K6,2,2026-03-20 18:46:00,2026-03-20 18:06:00,,AlphaSky,AS,JAG,6203,AS6203,JAG6203,,,,A9854E,2026-03-21 00:58:33
